kural_number,couplet,care.virtue,care.vice,fairness.virtue,fairness.vice,loyalty.virtue,loyalty.vice,authority.virtue,authority.vice,sanctity.virtue,sanctity.vice,dominant_moral,dominant_score
1130,நுண்ணியர்எம் காத லவர். கண்ணுள்ளார் காத லவராகக் கண்ணும்,0.5743355,0.6188752,0.5383497,0.5846775,0.582417,0.54092246,0.58209056,0.5509982,0.61142546,0.6731934,sanctity.vice,0.6731934
1131,எழுதேம் கரப்பாக்கு அறிந்து. நெஞ்சத்தார் காத லவராக வெய்துண்டல்,0.5943947,0.63811976,0.53932106,0.5691591,0.55287075,0.5576149,0.58291656,0.5309094,0.62648094,0.68919885,sanctity.vice,0.68919885
1132,அஞ்சுதும் வேபாக் கறிந்து. இமைப்பின் கரப்பாக்கு அறிவல் அனைத்திற்கே,0.54088473,0.6105947,0.5236703,0.5950852,0.64100325,0.5717258,0.60459465,0.5592757,0.6184786,0.7021806,sanctity.vice,0.7021806
1133,ஏதிலர் என்னும் இவ் வூர். உவந்துறைவர் உள்ளத்துள் என்றும் இகந்துறைவர்,0.53874046,0.5947203,0.5716122,0.6333588,0.6355249,0.6260424,0.6171093,0.6209172,0.63705873,0.6633533,sanctity.vice,0.6633533
1134,ஏதிலர் என்னும் இவ் வூர். காமம் உழந்து வருந்தினார்க்கு ஏமம்,0.44966424,0.52279204,0.44556487,0.57133365,0.45455295,0.5448551,0.47467884,0.49748486,0.5026925,0.60208726,sanctity.vice,0.60208726
1135,மடலல்லது இல்லை வலி. நோனா உடம்பும் உயிரும் மடலேறும்,0.55203575,0.5161484,0.47118512,0.43834862,0.5350086,0.46419394,0.49514228,0.47418708,0.5760628,0.5347565,sanctity.virtue,0.5760628
1136,நாணினை நீக்கி நிறுத்து. நாணொடு நல்லாண்மை பண்டுடையேன் இன்றுடையேன்,0.46199146,0.29749775,0.32612056,0.28439665,0.36080948,0.3112789,0.3943636,0.28995198,0.44486,0.29961765,care.virtue,0.46199146
1137,காமுற்றார் ஏறும் மடல். காமக் கடும்புனல் உய்க்கும் நாணொடு,0.3900751,0.47807342,0.3515884,0.48911163,0.38956496,0.43558124,0.44972694,0.41336316,0.44902697,0.56160265,sanctity.vice,0.56160265
1138,நல்லாண்மை என்னும் புணை. தொடலைக் குறுந்தொடி தந்தாள் மடலொடு,0.59379244,0.40519598,0.41112262,0.37972736,0.46285477,0.34108788,0.5040721,0.32450983,0.5466585,0.45673,care.virtue,0.59379244
1139,மாலை உழக்கும் துயர். மடலூர்தல் யாமத்தும் உள்ளுவேன் மன்ற,0.4823994,0.56919533,0.43053666,0.44618237,0.5179405,0.46870917,0.49321148,0.46747932,0.5565426,0.59458804,sanctity.vice,0.59458804
1140,படல்ஒல்லா பேதைக்கென் கண். கடலன்ன காமம் உழந்தும் மடலேறாப்,0.33944726,0.3513851,0.27881566,0.33551627,0.3073476,0.28048876,0.33034867,0.30036077,0.3865879,0.47829297,sanctity.vice,0.47829297
1141,பெண்ணின் பெருந்தக்க தில். நிறையரியர் மன்அளியர் என்னாது காமம்,0.3219343,0.41932485,0.33245766,0.5011687,0.37631527,0.43361077,0.3814272,0.42379606,0.40322194,0.50701094,sanctity.vice,0.50701094
1142,மறையிறந்து மன்று படும். அறிகிலார் எல்லாரும் என்றேஎன் காமம்,0.47148278,0.56363475,0.46021336,0.5839206,0.58021456,0.5573977,0.5432105,0.52962786,0.5559972,0.6079208,sanctity.vice,0.6079208
1143,மறுகின் மறுகும் மருண்டு. யாம்கண்ணின் காண நகுப அறிவில்லார்,0.4930717,0.5165925,0.48860413,0.5018473,0.5181647,0.47593224,0.49932957,0.50529766,0.5462527,0.56200844,sanctity.vice,0.56200844
1144,யாம்பட்ட தாம்படா ஆறு. அலரெழ ஆருயிர் நிற்கும் அதனைப்,0.28489247,0.20716982,0.184603,0.2008037,0.20027049,0.17216006,0.24211925,0.19073792,0.288774,0.23463081,sanctity.virtue,0.288774
1145,பலரறியார் பாக்கியத் தால். மலரன்ன கண்ணாள் அருமை அறியாது,0.5453608,0.4869701,0.48493797,0.5466523,0.53559905,0.47654927,0.5128079,0.5163166,0.5701788,0.5545057,sanctity.virtue,0.5701788
1146,அலரெமக்கு ஈந்ததிவ் வூர். உறாஅதோ ஊரறிந்த கெளவை அதனைப்,0.5860611,0.59557855,0.5728903,0.6231887,0.6493604,0.5978756,0.6213113,0.6363332,0.66855735,0.7092709,sanctity.vice,0.7092709
1147,பெறாஅது பெற்றன்ன நீர்த்து. கவ்வையால் கவ்விது காமம் அதுவின்றேல்,0.3972291,0.35965052,0.2979061,0.37441003,0.31949598,0.31785092,0.3813215,0.330223,0.44133222,0.49519753,sanctity.vice,0.49519753
1148,தவ்வென்னும் தன்மை இழந்து. களித்தொறும் கள்ளுண்டல் வேட்டற்றால் காமம்,0.38169292,0.4300919,0.34676084,0.5038041,0.3969,0.44787034,0.3865698,0.44522855,0.46367112,0.5721577,sanctity.vice,0.5721577
1149,வெளிப்படுந் தோறும் இனிது. கண்டது மன்னும் ஒருநாள் அலர்மன்னும்,0.44856003,0.4187195,0.4288854,0.39398587,0.43767843,0.37752682,0.4235657,0.41227213,0.485528,0.47186133,sanctity.virtue,0.485528
1150,திங்களைப் பாம்புகொண் டற்று. ஊரவர் கெளவை எருவாக அன்னைசொல்,0.36210468,0.34856164,0.26661238,0.2869993,0.32192063,0.27202883,0.3230094,0.24675834,0.3949485,0.39387637,sanctity.virtue,0.3949485
1151,நீராக நீளும்இந் நோய். நெய்யால் எரிநுதுப்பேம் என்றற்றால் கெளவையால்,0.32739252,0.33788306,0.2602672,0.288436,0.25528055,0.25017962,0.3077026,0.2615886,0.37427154,0.42947033,sanctity.vice,0.42947033
1152,காமம் நுதுப்பேம் எனல். அலர்நாண ஒல்வதோ அஞ்சலோம்பு என்றார்,0.3808079,0.41922292,0.33920112,0.48706096,0.40288416,0.4409265,0.41621202,0.4469907,0.47815326,0.5384342,sanctity.vice,0.5384342
1153,பலர்நாண நீத்தக் கடை. தாம்வேண்டின் நல்குவர் காதலர் யாம்வேண்டும்,0.26592064,0.24536754,0.20036174,0.3039949,0.24123186,0.2754347,0.2649886,0.21053556,0.29555058,0.29109636,fairness.vice,0.3039949
1154,கெளவை எடுக்கும்இவ் வூர். களவியல் முற்றிற்று,0.5905663,0.62559325,0.60848224,0.59525687,0.6580375,0.54348665,0.635351,0.5930615,0.65819323,0.71464884,sanctity.vice,0.71464884
1155,செல்லாமை உண்டேல் எனக்குரை மற்றுநின் வல்வரவு வாழ்வார்க் குரை.,0.49955615,0.44895205,0.45698702,0.44979656,0.48941448,0.4590531,0.45183495,0.48009506,0.4984705,0.4902813,care.virtue,0.49955615
1156,இன்கண் உடைத்தவர் பார்வல் பிரிவஞ்சும் புன்கண் உடைத்தால் புணர்வு.,0.45743984,0.518159,0.46715504,0.4906896,0.49808973,0.50187045,0.47490597,0.5033803,0.5019783,0.56176984,sanctity.vice,0.56176984
1157,அரிதரோ தேற்றம் அறிவுடையார் கண்ணும் பிரிவோ ரிடத்துண்மை யான்.,0.46930712,0.41343835,0.49843505,0.44258526,0.48327488,0.4243757,0.5268074,0.44388336,0.5328201,0.46695346,sanctity.virtue,0.5328201
1158,அளித்தஞ்சல் என்றவர் நீப்பின் தெளித்தசொல் தேறியார்க்கு உண்டோ தவறு.,0.54937774,0.51983577,0.5699935,0.6219255,0.51883376,0.5808089,0.5495171,0.596654,0.576423,0.60126346,fairness.vice,0.6219255
1159,ஓம்பின் அமைந்தார் பிரிவோம்பல் மற்றவர் நீங்கின் அரிதால் புணர்வு.,0.48979154,0.44466385,0.4575656,0.46010274,0.5017701,0.49264592,0.4746511,0.47957513,0.50729585,0.49783364,sanctity.virtue,0.50729585
1160,பிரிவுரைக்கும் வன்கண்ணர் ஆயின் அரிதவர் நல்குவர் என்னும் நசை.,0.395097,0.42393616,0.37318903,0.45070958,0.38900834,0.38929024,0.4058221,0.40248528,0.4377097,0.53462887,sanctity.vice,0.53462887
1161,துறைவன் துறந்தமை தூற்றாகொல் முன்கை இறைஇறவா நின்ற வளை.,0.57254267,0.64022106,0.5620764,0.61393195,0.62745476,0.6447382,0.6412617,0.61882275,0.67391825,0.7061358,sanctity.vice,0.7061358
1162,இன்னாது இனன்இல்ஊர் வாழ்தல் அதனினும் இன்னாது இனியார்ப் பிரிவு.,0.41045925,0.43606344,0.4194556,0.40251142,0.45438656,0.4180948,0.41292408,0.47064131,0.44585207,0.4498609,authority.vice,0.47064131
1163,தொடிற்சுடின் அல்லது காமநோய் போல விடிற்சுடல் ஆற்றுமோ தீ.,0.43905362,0.47435787,0.4001304,0.46411002,0.3861283,0.43197417,0.41384992,0.4106364,0.49074015,0.5529886,sanctity.vice,0.5529886
1164,அரிதாற்றி அல்லல்நோய் நீக்கிப் பிரிவாற்றிப் பின்இருந்து வாழ்வார் பலர்.,0.4459979,0.33882478,0.372276,0.356511,0.4102802,0.33489248,0.36113268,0.34626782,0.4193383,0.40754405,care.virtue,0.4459979
1165,மறைப்பேன்மன் யானிஃதோ நோயை இறைப்பவர்க்கு ஊற்றுநீர் போல மிகும்.,0.3897016,0.3561632,0.25524226,0.31615368,0.28084326,0.2928926,0.35213864,0.27199906,0.41342288,0.4176231,sanctity.vice,0.4176231
1166,கரத்தலும் ஆற்றேன்இந் நோயைநோய் செய்தார்க்கு உரைத்தலும் நாணுத் தரும்.,0.5517965,0.52107334,0.44172788,0.40354413,0.4698433,0.41809842,0.5050594,0.42622986,0.5720988,0.5524011,sanctity.virtue,0.5720988
1167,காமமும் நாணும் உயிர்காவாத் தூங்கும்என் நோனா உடம்பின் அகத்து.,0.30472803,0.33973867,0.26868513,0.36141708,0.35062397,0.33225128,0.2993107,0.31632385,0.33900702,0.39907402,sanctity.vice,0.39907402
1168,காமக் கடல்மன்னும் உண்டே அதுநீந்தும் ஏமப் புணைமன்னும் இல்.,0.3642925,0.35828108,0.3105747,0.340277,0.34358874,0.29248118,0.32515654,0.26259688,0.38611913,0.45891076,sanctity.vice,0.45891076
1169,துப்பின் எவனாவர் மன்கொல் துயர்வரவு நட்பினுள் ஆற்று பவர்.,0.44310594,0.4268149,0.36656842,0.40507802,0.4855167,0.44398755,0.44026333,0.4061661,0.4524772,0.4829431,loyalty.virtue,0.4855167
1170,இன்பம் கடல்மற்றுக் காமம் அஃதடுங்கால் துன்பம் அதனிற் பெரிது.,0.386443,0.4384182,0.30206025,0.38091624,0.30975598,0.3568376,0.30747446,0.3647052,0.3692364,0.46168745,sanctity.vice,0.46168745
1171,காமக் கடும்புனல் நீந்திக் கரைகாணேன் யாமத்தும் யானே உளேன்.,0.34819326,0.3669704,0.2870896,0.3452148,0.33656883,0.33024865,0.35730445,0.28676274,0.4213295,0.43777385,sanctity.vice,0.43777385
1172,மன்னுயிர் எல்லாம் துயிற்றி அளித்திரா என்னல்லது இல்லை துணை.,0.5921504,0.5366939,0.53571856,0.5257669,0.61837566,0.5616401,0.5808061,0.5463952,0.58406436,0.5530228,loyalty.virtue,0.61837566
1173,> கொடியார் கொடுமையின் தாம்கொடிய இந்நாள் நெடிய கழியும் இரா.,0.58876556,0.7487582,0.6670883,0.6745217,0.68309027,0.70121527,0.67280084,0.7196566,0.6437829,0.72344065,care.vice,0.7487582
1174,உள்ளம்போன்று உள்வழிச் செல்கிற்பின் வெள்ளநீர் நீந்தல மன்னோஎன் கண்.,0.25227314,0.27248907,0.23681706,0.29434752,0.24770458,0.2891957,0.29411638,0.30876502,0.3149912,0.32934144,sanctity.vice,0.32934144
1175,கண்தாம் கலுழ்வ தெவன்கொலோ தண்டாநோய் தாம்காட்ட யாம்கண் டது.,0.37353963,0.39038932,0.31391427,0.33853534,0.36278507,0.33422145,0.39013064,0.31975314,0.4368938,0.47155982,sanctity.vice,0.47155982
1176,தெரிந்துணரா நோக்கிய உண்கண் பரிந்துணராப் பைதல் உழப்பது எவன்?,0.39831617,0.3840311,0.3270395,0.3066136,0.35258335,0.31068042,0.3207216,0.31364042,0.37154257,0.38888797,care.virtue,0.39831617
1177,கதுமெனத் தாநோக்கித் தாமே கலுழும் இதுநகத் தக்க துடைத்து.,0.5045949,0.546223,0.43834183,0.4856918,0.4741091,0.4557161,0.5143936,0.44168591,0.58074284,0.6469027,sanctity.vice,0.6469027
1178,பெயலாற்றா நீருலந்த உண்கண் உயலாற்றா உய்வில்நோய் என்கண் நிறுத்து.,0.39739168,0.36513567,0.31757548,0.35201573,0.34259695,0.32434803,0.36870798,0.35739592,0.41004285,0.45882556,sanctity.vice,0.45882556
1179,படலாற்றா பைதல் உழக்கும் கடலாற்றாக் காமநோய் செய்தஎன் கண்.,0.28216165,0.30579734,0.20079565,0.28900045,0.2234204,0.2583318,0.25336456,0.24943918,0.30622363,0.40960872,sanctity.vice,0.40960872
1180,ஓஒ இனிதே எமக்கிந்நோய் செய்தகண் தாஅம் இதற்பட் டது.,0.60364586,0.59335613,0.5629287,0.57754815,0.57364225,0.5472302,0.5932041,0.52505386,0.6420643,0.68540007,sanctity.vice,0.68540007
1181,உழந்துழந் துள்நீர் அறுக விழைந்திழைந்து வேண்டி அவர்க்கண்ட கண்.,0.38705304,0.356512,0.27789629,0.28265688,0.2859937,0.27839172,0.30390528,0.30303884,0.37914318,0.3849313,care.virtue,0.38705304
1182,பேணாது பெட்டார் உளர்மன்னோ மற்றவர்க் காணாது அமைவில கண்.,0.4675912,0.43929523,0.45316797,0.4528538,0.46995425,0.43607762,0.45601594,0.46928787,0.46947014,0.46887133,loyalty.virtue,0.46995425
1183,வாராக்கால் துஞ்சா வரின்துஞ்சா ஆயிடை ஆரஞர் உற்றன கண்.,0.42916796,0.44125968,0.42214647,0.4534182,0.45567638,0.42460704,0.4783777,0.44922438,0.4741912,0.52100086,sanctity.vice,0.52100086
1184,மறைபெறல் ஊரார்க்கு அரிதன்றால் எம்போல் அறைபறை கண்ணார் அகத்து.,0.4992766,0.5452762,0.48356357,0.59814495,0.55542636,0.56987834,0.5513317,0.5755144,0.5757943,0.6229732,sanctity.vice,0.6229732
1185,நயந்தவர்க்கு நல்காமை நேர்ந்தேன் பசந்தவென் பண்பியார்க்கு உரைக்கோ பிற.,0.36082464,0.3018126,0.30756485,0.2923201,0.32768813,0.27429485,0.34226906,0.29193902,0.3961849,0.3546405,sanctity.virtue,0.3961849
1186,அவர்தந்தார் என்னும் தகையால் இவர்தந்தென் மேனிமேல் ஊரும் பசப்பு.,0.466622,0.5547352,0.42444628,0.48537886,0.4877678,0.45322922,0.518418,0.4259517,0.5148113,0.60784614,sanctity.vice,0.60784614
1187,சாயலும் நாணும் அவர்கொண்டார் கைம்மாறா நோயும் பசலையும் தந்து.,0.3703333,0.33725837,0.2965124,0.29579777,0.34062535,0.28373817,0.3073744,0.27244535,0.37768337,0.3985245,sanctity.vice,0.3985245
1188,உள்ளுவன் மன்யான் உரைப்பது அவர்திறமால் கள்ளம் பிறவோ பசப்பு.,0.5079219,0.5608179,0.5157127,0.6007726,0.54619,0.57583463,0.5597272,0.545727,0.6092093,0.6511192,sanctity.vice,0.6511192
1189,உவக்காண்எம் காதலர் செல்வார் இவக்காண்என் மேனி பசப்பூர் வது.,0.31066516,0.29655758,0.2906655,0.35982132,0.3584055,0.33921146,0.340647,0.28943428,0.34948447,0.36528248,sanctity.vice,0.36528248
1190,விளக்கற்றம் பார்க்கும் இருளேபோல் கொண்கன் முயக்கற்றம் பார்க்கும் பசப்பு.,0.448934,0.5091607,0.44275755,0.45809004,0.44939682,0.42297667,0.46043825,0.436526,0.51926094,0.58468455,sanctity.vice,0.58468455
1191,புல்லிக் கிடந்தேன் புடைபெயர்ந்தேன் அவ்வளவில் அள்ளிக்கொள் வற்றே பசப்பு.,0.24173437,0.23501626,0.17741498,0.20569265,0.2085725,0.20719275,0.21543236,0.22207792,0.28947055,0.33448917,sanctity.vice,0.33448917
1192,பசந்தாள் இவள்என்பது அல்லால் இவளைத் துறந்தார் அவர்என்பார் இல்.,0.45985347,0.5131754,0.4767126,0.56524557,0.49533102,0.54036814,0.4913177,0.5359617,0.5045419,0.5635866,fairness.vice,0.56524557
1193,பசக்கமன் பட்டாங்கென் மேனி நயப்பித்தார் நன்னிலையர் ஆவர் எனின்.,0.44600052,0.4210217,0.42409226,0.4326743,0.49851605,0.39067498,0.49186453,0.33376524,0.4764245,0.47245213,loyalty.virtue,0.49851605
1194,பசப்பெனப் பேர்பெறுதல் நன்றே நயப்பித்தார் நல்காமை தூற்றார் எனின்.,0.51742613,0.49484858,0.42536962,0.4928137,0.4857335,0.46495032,0.50929004,0.45583105,0.56908154,0.6127399,sanctity.vice,0.6127399
1195,தாம்வீழ்வார் தம்வீழப் பெற்றவர் பெற்றாரே காமத்துக் காழில் கனி.,0.43355235,0.3721253,0.35214645,0.43721518,0.38810715,0.37648842,0.4155549,0.3394964,0.42430565,0.45968324,sanctity.vice,0.45968324
1196,வாழ்வார்க்கு வானம் பயந்தற்றால் வீழ்வார்க்கு வீழ்வார் அளிக்கும் அளி.,0.52254945,0.45523614,0.39689612,0.40301952,0.41320962,0.43819046,0.43778795,0.37855497,0.47044238,0.45171306,care.virtue,0.52254945
1197,வீழுநர் வீழப் படுவார்க்கு அமையுமே வாழுநம் என்னும் செருக்கு.,0.5887186,0.61792284,0.59701717,0.53596675,0.5859022,0.53565097,0.58497256,0.5197371,0.60593843,0.6201941,sanctity.vice,0.6201941
1198,வீழப் படுவார் கெழீஇயிலர் தாம்வீழ்வார் வீழப் படாஅர் எனின்.,0.5145355,0.57676876,0.5409396,0.5712806,0.5874944,0.5639356,0.5823792,0.5508753,0.5745043,0.62725717,sanctity.vice,0.62725717
1199,நாம்காதல் கொண்டார் நமக்கெவன் செய்பவோ தாம்காதல் கொள்ளாக் கடை.,0.32425535,0.4052615,0.3329335,0.435716,0.39948955,0.40398318,0.39257067,0.35833696,0.39251944,0.46360847,sanctity.vice,0.46360847
1200,ஒருதலையான் இன்னாது காமம்காப் போல இருதலை யானும் இனிது.,0.48076126,0.45225233,0.4657661,0.46294183,0.46231067,0.4467849,0.4618175,0.47780353,0.504566,0.5078237,sanctity.vice,0.5078237
1201,பருவரலும் பைதலும் காணான்கொல் காமன் ஒருவர்கண் நின்றொழுகு வான்.,0.49005997,0.52795607,0.47722784,0.4904334,0.489774,0.47731233,0.4915995,0.46340495,0.51083046,0.5705993,sanctity.vice,0.5705993
1202,வீழ்வாரின் இன்சொல் பெறாஅது உலகத்து வாழ்வாரின் வன்கணார் இல்.,0.4917272,0.5798282,0.5228132,0.5104239,0.55226666,0.5500227,0.51520175,0.55514956,0.51897293,0.5854061,sanctity.vice,0.5854061
1203,நசைஇயார் நல்கார் எனினும் அவர்மாட்டு இசையும் இனிய செவிக்கு.,0.48071167,0.5163387,0.49623105,0.5093651,0.5619319,0.4795258,0.53144723,0.50380474,0.5361211,0.5787778,sanctity.vice,0.5787778
1204,உறாஅர்க்கு உறுநோய் உரைப்பாய் கடலைச் செறாஅஅய் வாழிய நெஞ்சு.,0.557429,0.5600366,0.51561415,0.5283526,0.55342823,0.5257086,0.5378107,0.54241174,0.5755415,0.64498204,sanctity.vice,0.64498204
1205,உள்ளினும் தீராப் பெருமகிழ் செய்தலால் கள்ளினும் காமம் இனிது.,0.37649912,0.4663579,0.37190259,0.5632068,0.42519987,0.50308466,0.4201345,0.4816008,0.45406145,0.55468655,fairness.vice,0.5632068
1206,எனைத்தொனறு ஏனிதேகாண் காமம்தாம் வீழ்வார் நினைப்ப வருவதொன்று ஏல்.,0.39630517,0.4911446,0.43384925,0.6032574,0.47582892,0.52410513,0.46421674,0.49681225,0.46452373,0.58434767,fairness.vice,0.6032574
1207,நினைப்பவர் போன்று நினையார்கொல் தும்மல் சினைப்பது போன்று கெடும்.,0.51435554,0.626235,0.4900547,0.5188603,0.49560332,0.50249964,0.50335497,0.49160397,0.53908443,0.64891344,sanctity.vice,0.64891344
1208,யாமும் உளேங்கொல் அவர்நெஞ்சத்து எந்நெஞ்சத்து ஓஒ உளரே அவர்.,0.54886246,0.50157666,0.54487765,0.52534145,0.5672899,0.5212926,0.5542961,0.51076597,0.587895,0.5169513,sanctity.virtue,0.587895
1209,தம்நெஞ்சத்து எம்மைக் கடிகொண்டார் நாணார்கொல் எம்நெஞ்சத்து ஓவா வரல்.,0.35210487,0.48542207,0.35296127,0.40143466,0.43152583,0.43894652,0.43336394,0.43209088,0.4516016,0.4748024,care.vice,0.48542207
1210,மற்றியான் என்னுளேன் மன்னோ அவரொடி யான் உற்றநாள் உள்ள உளேன்.,0.3433793,0.3013112,0.32083222,0.30260593,0.4150002,0.27659166,0.39709,0.2986402,0.3856298,0.34076038,loyalty.virtue,0.4150002
1211,மறப்பின் எவனாவன் மற்கொல் மறப்பறியேன் உள்ளினும் உள்ளம் சுடும்.,0.49156967,0.62019384,0.5329544,0.51644146,0.53980464,0.5520709,0.51929617,0.56305355,0.58140624,0.5913474,care.vice,0.62019384
1212,எனைத்து நினைப்பினும் காயார் அனைத்தன்றோ காதலர் செய்யும் சிறப்பு.,0.43958157,0.46211863,0.4165527,0.48765054,0.43894625,0.48203355,0.4343189,0.4605978,0.4709898,0.4884743,sanctity.vice,0.4884743
1213,விளியுமென் இன்னுயிர் வேறல்லம் என்பார் அளியின்மை ஆற்ற நினைந்து.,0.5210775,0.4963051,0.4877822,0.45506924,0.4564106,0.47817594,0.45645654,0.52552617,0.5634478,0.5367667,sanctity.virtue,0.5634478
1214,விடாஅது சென்றாரைக் கண்ணினால் காணப் படாஅதி வாழி மதி.,0.49062985,0.38405016,0.40967473,0.37053236,0.39157423,0.34362102,0.4297246,0.35320875,0.49687544,0.42491585,sanctity.virtue,0.49687544
1215,காதலர் தூதொடு வந்த கனவினுக்கு யாதுசெய் வேன்கொல் விருந்து.,0.17154776,0.12403469,0.13371275,0.1765036,0.16067706,0.13974673,0.19838479,0.10833781,0.20501232,0.15959589,sanctity.virtue,0.20501232
1216,கயலுண்கண் யானிரப்பத் துஞ்சிற் கலந்தார்க்கு உயலுண்மை சாற்றுவேன் மன்.,0.586149,0.5302839,0.51433796,0.5136289,0.6227296,0.48714337,0.5728968,0.50124055,0.6375191,0.6220496,sanctity.virtue,0.6375191
1217,நனவினால் நல்கா தவரைக் கனவினால் காண்டலின் உண்டென் உயிர்.,0.40555647,0.39724547,0.3627921,0.41300875,0.4012233,0.3625462,0.41664892,0.33606604,0.43300462,0.44613257,sanctity.vice,0.44613257
1218,கனவினான் உண்டாகும் காமம் நனவினான் நல்காரை நாடித் தரற்கு.,0.52421474,0.40188694,0.42749837,0.42753953,0.4217191,0.3982832,0.4565313,0.38195103,0.49731693,0.43881366,care.virtue,0.52421474
1219,நனவினால் கண்டதூஉம் ஆங்கே கனவுந்தான் கண்ட பொழுதே இனிது.,0.37586123,0.3474849,0.37987882,0.3805205,0.37555382,0.31527585,0.36701325,0.34137744,0.37552077,0.38854963,sanctity.vice,0.38854963
1220,நனவென ஒன்றில்லை ஆயின் கனவினால் காதலர் நீங்கலர் மன்.,0.25267783,0.2542831,0.21138251,0.36317825,0.23190951,0.30391568,0.2333192,0.29724833,0.296207,0.3585764,fairness.vice,0.36317825
1221,நனவினால் நல்காக் கொடியார் கனவனால் என்எம்மைப் பீழிப் பது.,0.4380672,0.46022236,0.42454523,0.5767745,0.4952979,0.49890268,0.53966975,0.46432376,0.4978996,0.5464884,fairness.vice,0.5767745
1222,துஞ்சுங்கால் தோள்மேலர் ஆகி விழிக்குங்கால் நெஞ்சத்தர் ஆவர் விரைந்து.,0.59300077,0.60921156,0.5130716,0.54572284,0.5605679,0.5614317,0.5780965,0.556525,0.6057141,0.6391405,sanctity.vice,0.6391405
1223,நனவினால் நல்காரை நோவர் கனவினால் காதலர்க் காணா தவர்.,0.41201785,0.39396852,0.4008792,0.47896877,0.44895643,0.44244823,0.4174822,0.4188866,0.40936774,0.4633104,fairness.vice,0.47896877
1224,நனவினால் நம்நீத்தார் என்பர் கனவினால் காணார்கொல் இவ்வூ ரவர்.,0.44750616,0.57136005,0.49747846,0.54558134,0.5428424,0.52141196,0.5268939,0.49826193,0.52413285,0.5779037,sanctity.vice,0.5779037
1225,மாலையோ அல்லை மணந்தார் உயிருண்ணும் வேலைநீ வாழி பொழுது.,0.35173073,0.28774154,0.33085385,0.36272126,0.4030978,0.32404202,0.369895,0.34815913,0.39342877,0.3853763,loyalty.virtue,0.4030978
1226,புன்கண்ணை வாழி மருள்மாலை எம்கேள்போல் வன்கண்ண தோநின் துணை.,0.6229366,0.48093528,0.47048083,0.48250735,0.5709823,0.4668447,0.5699826,0.43069878,0.5944752,0.5158963,care.virtue,0.6229366
1227,பனிஅரும்பிப் பைதல்கொள் மாலை துனிஅரும்பித் துன்பம் வளர வரும்.,0.36572424,0.40442243,0.2460533,0.30909535,0.35585937,0.30630517,0.3419974,0.2848448,0.3767118,0.43315884,sanctity.vice,0.43315884
1228,காதலர் இல்வழி மாலை கொலைக்களத்து ஏதிலர் போல வரும்.,0.28698316,0.40410137,0.3568593,0.4682433,0.38454878,0.46005464,0.35451448,0.40160742,0.31984612,0.4125443,fairness.vice,0.4682433
1229,காலைக்குச் செய்தநன்று என்கொல் எவன்கொல்யான் மாலைக்குச் செய்த பகை?,0.53814226,0.6325844,0.584759,0.5489431,0.64552975,0.61944455,0.60345227,0.6563139,0.62459034,0.614298,authority.vice,0.6563139
1230,மாலைநோய் செய்தல் மணந்தார் அகலாத காலை அறிந்த திலேன்.,0.49368763,0.43365008,0.4298957,0.43514934,0.48661122,0.42501372,0.47888866,0.41762698,0.52118385,0.48698103,sanctity.virtue,0.52118385
1231,காலை அரும்பிப் பகலெல்லாம் போதாகி மாலை மலரும்இந் நோய்.,0.41400066,0.4292995,0.35885224,0.39721036,0.40403464,0.37123543,0.4203289,0.4068304,0.4486981,0.4608096,sanctity.vice,0.4608096
1232,அழல்போலும் மாலைக்குத் தூதாகி ஆயன் குழல்போலும் கொல்லும் படை.,0.539641,0.6381884,0.568512,0.61931866,0.66954035,0.63717735,0.64285636,0.637951,0.6205833,0.6683319,loyalty.virtue,0.66954035
1233,பதிமருண்டு பைதல் உழக்கும் மதிமருண்டு மாலை படர்தரும் போழ்து.,0.3190353,0.3811625,0.28789306,0.34832057,0.3585306,0.31879002,0.35199982,0.3232596,0.39719686,0.48919064,sanctity.vice,0.48919064
1234,பொருள்மாலை யாளரை உள்ளி மருள்மாலை மாயும்என் மாயா உயிர்.,0.46661195,0.37383398,0.37283662,0.39951393,0.41365674,0.39463672,0.46931562,0.35544112,0.5450693,0.42584416,sanctity.virtue,0.5450693
1235,சிறுமை நமக்கொழியச் சேட்சென்றார் உள்ளி நறுமலர் நாணின கண்.,0.6073543,0.5601271,0.5115896,0.5642684,0.5793455,0.5255091,0.61114085,0.52516115,0.63349897,0.6245001,sanctity.virtue,0.63349897
1236,நயந்தவர் நல்காமை சொல்லுவ போலும் பசந்து பனிவாரும் கண்.,0.49351153,0.44576645,0.42736033,0.4429778,0.4297028,0.4090616,0.4691041,0.4055938,0.52344024,0.5315546,sanctity.vice,0.5315546
1237,தணந்தமை சால அறிவிப்ப போலும் மணந்தநாள் வீங்கிய தோள்.,0.5524998,0.538768,0.53865415,0.5739303,0.6265944,0.51700467,0.58871037,0.53097516,0.58029294,0.624581,loyalty.virtue,0.6265944
1238,பணைநீங்கிப் பைந்தொடி சோரும் துணைநீங்கித் தொல்கவின் வாடிய தோள்.,0.41752902,0.43663436,0.35523856,0.38900277,0.412087,0.3718716,0.4205089,0.34209165,0.43879542,0.55434895,sanctity.vice,0.55434895
