fable_number,title,text,moral,care.virtue,care.vice,fairness.virtue,fairness.vice,loyalty.virtue,loyalty.vice,authority.virtue,authority.vice,sanctity.virtue,sanctity.vice,dominant_moral,dominant_score
225,THE FISHERMAN PIPING,"A Fisherman who could play the flute went down one day to the sea-shore with his nets and his flute; and, taking his stand on a projecting rock, began to play a tune, thinking that the music would bring the fish jumping out of the sea. He went on playing for some time, but not a fish appeared: so at last he threw down his flute and cast his net into the sea, and made a great haul of fish. When they were landed and he saw them leaping about on the shore, he cried, ""You rascals! you wouldn't dance when I piped: but now I've stopped, you can do nothing else!""",,0.22433147,0.21866985,0.22405402,0.23459838,0.29212487,0.2124688,0.25110596,0.21643543,0.22270924,0.25146675,loyalty.virtue,0.29212487
226,THE WEASEL AND THE MAN,"A Man once caught a Weasel, which was always sneaking about the house, and was just going to drown it in a tub of water, when it begged hard for its life, and said to him, ""Surely you haven't the heart to put me to death? Think how useful I have been in clearing your house of the mice and lizards which used to infest it, and show your gratitude by sparing my life."" ""You have not been altogether useless, I grant you,"" said the Man: ""but who killed the fowls? Who stole the meat? No, no! You do much more harm than good, and die you shall.""",,0.41824844,0.3634823,0.35196844,0.27757528,0.27331087,0.33393094,0.31316483,0.2970856,0.36712956,0.33216822,care.virtue,0.41824844
227,"THE PLOUGHMAN, THE ASS, AND THE OX","A Ploughman yoked his Ox and his Ass together, and set to work to plough his field. It was a poor makeshift of a team, but it was the best he could do, as he had but a single Ox. At the end of the day, when the beasts were loosed from the yoke, the Ass said to the Ox, ""Well, we've had a hard day: which of us is to carry the master home?"" The Ox looked surprised at the question. ""Why,"" said he, ""you, to be sure, as usual.""",,0.35745782,0.3317516,0.3477491,0.35540584,0.41408923,0.3564665,0.40863034,0.3352153,0.37537402,0.37911686,loyalty.virtue,0.41408923
228,DEMADES AND HIS FABLE,"Demades the orator was once speaking in the Assembly at Athens; but the people were very inattentive to what he was saying, so he stopped and said, ""Gentlemen, I should like to tell you one of Aesop's fables."" This made every one listen intently. Then Demades began: ""Demeter, a Swallow, and an Eel were once travelling together, and came to a river without a bridge: the Swallow flew over it, and the Eel swam across""; and then he stopped. ""What happened to Demeter?"" cried several people in the audience. ""Demeter,"" he replied, ""is very angry with you for listening to fables when you ought to be minding public business.""",,0.22453214,0.22426724,0.25592086,0.22849545,0.20832732,0.26750925,0.2553602,0.31457353,0.30364624,0.26889947,authority.vice,0.31457353
229,THE MONKEY AND THE DOLPHIN,"When people go on a voyage they often take with them lap-dogs or monkeys as pets to wile away the time. Thus it fell out that a man returning to Athens from the East had a pet Monkey on board with him. As they neared the coast of Attica a great storm burst upon them, and the ship capsized. All on board were thrown into the water, and tried to save themselves by swimming, the Monkey among the rest. A Dolphin saw him, and, supposing him to be a man, took him on his back and began swimming towards the shore. When they got near the Piraeus, which is the port of Athens, the Dolphin asked the Monkey if he was an Athenian. The Monkey replied that he was, and added that he came of a very distinguished family. ""Then, of course, you know the Piraeus,"" continued the Dolphin. The Monkey thought he was referring to some high official or other, and replied, ""Oh, yes, he's a very old friend of mine."" At that, detecting his hypocrisy, the Dolphin was so disgusted that he dived below the surface, and the unfortunate Monkey was quickly drowned.",,0.20353056,0.10837239,0.15578158,0.11578626,0.19887045,0.16065449,0.22241813,0.096114576,0.20434275,0.17636801,authority.virtue,0.22241813
230,THE CROW AND THE SNAKE,"A hungry Crow spied a Snake lying asleep in a sunny spot, and, picking it up in his claws, he was carrying it off to a place where he could make a meal of it without being disturbed, when the Snake reared its head and bit him. It was a poisonous Snake, and the bite was fatal, and the dying Crow said, ""What a cruel fate is mine! I thought I had made a lucky find, and it has cost me my life!""",,0.34871182,0.36118984,0.280977,0.28979173,0.3127139,0.27243838,0.33877584,0.22678752,0.33430123,0.36593294,sanctity.vice,0.36593294
231,THE DOGS AND THE FOX,"Some Dogs once found a lion's skin, and were worrying it with their teeth. Just then a Fox came by, and said, ""You think yourselves very brave, no doubt; but if that were a live lion you'd find his claws a good deal sharper than your teeth.""",,0.2684217,0.27658325,0.2760222,0.2156748,0.25155196,0.21663105,0.26582122,0.2368026,0.2745257,0.26523712,care.vice,0.27658325
232,THE NIGHTINGALE AND THE HAWK,"A Nightingale was sitting on a bough of an oak and singing, as her custom was. A hungry Hawk presently spied her, and darting to the spot seized her in his talons. He was just about to tear her in pieces when she begged him to spare her life: ""I'm not big enough,"" she pleaded, ""to make you a good meal: you ought to seek your prey among the bigger birds."" The Hawk eyed her with some contempt. ""You must think me very simple,"" said he, ""if you suppose I am going to give up a certain prize on the chance of a better of which I see at present no signs.""",,0.3255949,0.26627755,0.28843093,0.25370896,0.25585422,0.2466232,0.32243767,0.2548512,0.3302529,0.28943044,sanctity.virtue,0.3302529
233,THE ROSE AND THE AMARANTH,"A Rose and an Amaranth blossomed side by side in a garden, and the Amaranth said to her neighbour, ""How I envy you your beauty and your sweet scent! No wonder you are such a universal favourite."" But the Rose replied with a shade of sadness in her voice, ""Ah, my dear friend, I bloom but for a time: my petals soon wither and fall, and then I die","But your flowers never fade, even if they are cut; for they are everlasting.""",0.13017678,0.09370282,0.11506064,0.10379508,0.08421663,0.11595656,0.11733582,0.13811004,0.16960943,0.16872866,sanctity.virtue,0.16960943
234,"THE MAN, THE HORSE, THE OX, AND THE DOG","One winter's day, during a severe storm, a Horse, an Ox, and a Dog came and begged for shelter in the house of a Man. He readily admitted them, and, as they were cold and wet, he lit a fire for their comfort: and he put oats before the Horse, and hay before the Ox, while he fed the Dog with the remains of his own dinner. When the storm abated, and they were about to depart, they determined to show their gratitude in the following way. They divided the life of Man among them, and each endowed one part of it with the qualities which were peculiarly his own. The Horse took youth, and hence young men are high-mettled and impatient of restraint; the Ox took middle age, and accordingly men in middle life are steady and hard-working; while the Dog took old age, which is the reason why old men are so often peevish and ill-tempered, and, like dogs, attached chiefly to those who look to their comfort, while they are disposed to snap at those who are unfamiliar or distasteful to them.",,0.36125863,0.17678468,0.22454122,0.11622713,0.2719724,0.18943092,0.2863856,0.1402,0.2728141,0.17096055,care.virtue,0.36125863
235,"THE WOLVES, THE SHEEP, AND THE RAM","The Wolves sent a deputation to the Sheep with proposals for a lasting peace between them, on condition of their giving up the sheep-dogs to instant death. The foolish Sheep agreed to the terms; but an old Ram, whose years had brought him wisdom, interfered and said, ""How can we expect to live at peace with you? Why, even with the dogs at hand to protect us, we are never secure from your murderous attacks!""",,0.3406181,0.28562078,0.31273296,0.21171181,0.3215446,0.24785762,0.3276447,0.2323923,0.33744898,0.28398234,care.virtue,0.3406181
236,THE SWAN,"The Swan is said to sing but once in its life—when it knows that it is about to die. A certain man, who had heard of the song of the Swan, one day saw one of these birds for sale in the market, and bought it and took it home with him. A few days later he had some friends to dinner, and produced the Swan, and bade it sing for their entertainment: but the Swan remained silent. In course of time, when it was growing old, it became aware of its approaching end and broke into a sweet, sad song. When its owner heard it, he said angrily, ""If the creature only sings when it is about to die, what a fool I was that day I wanted to hear its song! I ought to have wrung its neck instead of merely inviting it to sing.""",,0.33334532,0.349344,0.33413482,0.29119104,0.33524835,0.303677,0.35977173,0.26338768,0.374302,0.38656417,sanctity.vice,0.38656417
237,THE SNAKE AND JUPITER,"A Snake suffered a good deal from being constantly trodden upon by man and beast, owing partly to the length of his body and partly to his being unable to raise himself above the surface of the ground: so he went and complained to Jupiter about the risks to which he was exposed. But Jupiter had little sympathy for him. ""I dare say,"" said he, ""that if you had bitten the first that trod on you, the others would have taken more trouble to look where they put their feet.""",,0.35718876,0.3518186,0.31694514,0.23572971,0.28306141,0.25827,0.31222227,0.26866704,0.30138955,0.30370483,care.virtue,0.35718876
238,THE WOLF AND HIS SHADOW,"A Wolf, who was roaming about on the plain when the sun was getting low in the sky, was much impressed by the size of his shadow, and said to himself, ""I had no idea I was so big. Fancy my being afraid of a lion! Why, I, not he, ought to be King of the beasts""; and, heedless of danger, he strutted about as if there could be no doubt at all about it. Just then a lion sprang upon him and began to devour him","""Alas,"" he cried, ""had I not lost sight of the facts, I shouldn't have been ruined by my fancies.""",0.19045341,0.18199195,0.167747,0.19491649,0.14377517,0.1914762,0.18959765,0.20050144,0.19601007,0.23503669,sanctity.vice,0.23503669
239,THE PLOUGHMAN AND THE WOLF,"A Ploughman loosed his oxen from the plough, and led them away to the water to drink. While he was absent a half-starved Wolf appeared on the scene, and went up to the plough and began chewing the leather straps attached to the yoke. As he gnawed away desperately in the hope of satisfying his craving for food, he somehow got entangled in the harness, and, taking fright, struggled to get free, tugging at the traces as if he would drag the plough along with him. Just then the Ploughman came back, and seeing what was happening, he cried, ""Ah, you old rascal, I wish you would give up thieving for good and take to honest work instead.""",,0.31649593,0.25005585,0.22149989,0.22628304,0.2361899,0.23892839,0.25807014,0.22504397,0.25596267,0.27418622,care.virtue,0.31649593
240,MERCURY AND THE MAN BITTEN BY AN ANT,"A Man once saw a ship go down with all its crew, and commented severely on the injustice of the gods. ""They care nothing for a man's character,"" said he, ""but let the good and the bad go to their deaths together."" There was an ant-heap close by where he was standing, and, just as he spoke, he was bitten in the foot by an Ant. Turning in a temper to the ant-heap he stamped upon it and crushed hundreds of unoffending ants. Suddenly Mercury appeared, and belaboured him with his staff, saying as he did so, ""You villain, where's your nice sense of justice now?""",,0.30251452,0.34852293,0.3177111,0.23496631,0.29116562,0.2734271,0.3359461,0.30193108,0.36491415,0.31934285,sanctity.virtue,0.36491415
241,THE WILY LION,"A Lion watched a fat Bull feeding in a meadow, and his mouth watered when he thought of the royal feast he would make, but he did not dare to attack him, for he was afraid of his sharp horns. Hunger, however, presently compelled him to do something: and as the use of force did not promise success, he determined to resort to artifice. Going up to the Bull in friendly fashion, he said to him, ""I cannot help saying how much I admire your magnificent figure. What a fine head! What powerful shoulders and thighs! But, my dear friend, what in the world makes you wear those ugly horns? You must find them as awkward as they are unsightly. Believe me, you would do much better without them."" The Bull was foolish enough to be persuaded by this flattery to have his horns cut off; and, having now lost his only means of defence, fell an easy prey to the Lion.",,0.2527133,0.26964933,0.21397,0.19905686,0.24012928,0.1970707,0.25871524,0.18683027,0.2444086,0.2458306,care.vice,0.26964933
242,THE PARROT AND THE CAT,"A Man once bought a Parrot and gave it the run of his house. It revelled in its liberty, and presently flew up on to the mantelpiece and screamed away to its heart's content. The noise disturbed the Cat, who was asleep on the hearthrug. Looking up at the intruder, she said, ""Who may you be, and where have you come from?"" The Parrot replied, ""Your master has just bought me and brought me home with him."" ""You impudent bird,"" said the Cat, ""how dare you, a newcomer, make a noise like that? Why, I was born here, and have lived here all my life, and yet, if I venture to mew, they throw things at me and chase me all over the place."" ""Look here, mistress,"" said the Parrot, ""you just hold your tongue. My voice they delight in; but yours—yours is a perfect nuisance.""",,0.2656629,0.20309143,0.2047039,0.22150749,0.20104523,0.24850221,0.27245203,0.23265429,0.26320845,0.2617293,authority.virtue,0.27245203
243,THE STAG AND THE LION,"A Stag was chased by the hounds, and took refuge in a cave, where he hoped to be safe from his pursuers. Unfortunately the cave contained a Lion, to whom he fell an easy prey. ""Unhappy that I am,"" he cried, ""I am saved from the power of the dogs only to fall into the clutches of a Lion."" Out of the frying-pan into the fire.",,0.27692756,0.24523154,0.2053678,0.23055166,0.23613244,0.25971428,0.24917053,0.19473599,0.2371594,0.24688107,care.virtue,0.27692756
244,THE IMPOSTOR,"A certain man fell ill, and, being in a very bad way, he made a vow that he would sacrifice a hundred oxen to the gods if they would grant him a return to health. Wishing to see how he would keep his vow, they caused him to recover in a short time. Now, he hadn't an ox in the world, so he made a hundred little oxen out of tallow and offered them up on an altar, at the same time saying, ""Ye gods, I call you to witness that I have discharged my vow."" The gods determined to be even with him, so they sent him a dream, in which he was bidden to go to the sea-shore and fetch a hundred crowns which he was to find there. Hastening in great excitement to the shore, he fell in with a band of robbers, who seized him and carried him off to sell as a slave: and when they sold him a hundred crowns was the sum he fetched. Do not promise more than you can perform.",,0.36900005,0.25901723,0.28447488,0.18316436,0.28259188,0.23479442,0.32411486,0.19441338,0.3461061,0.23656707,care.virtue,0.36900005
245,THE DOGS AND THE HIDES,"Once upon a time a number of Dogs, who were famished with hunger, saw some Hides steeping in a river, but couldn't get at them because the water was too deep. So they put their heads together, and decided to drink away at the river till it was shallow enough for them to reach the Hides. But long before that happened they burst themselves with drinking.",,0.20663339,0.18427421,0.19022988,0.18921894,0.2477489,0.17806704,0.22627163,0.16602708,0.23302735,0.23624569,loyalty.virtue,0.2477489
246,"THE LION, THE FOX, AND THE ASS","A Lion, a Fox, and an Ass went out hunting together. They had soon taken a large booty, which the Lion requested the Ass to divide between them. The Ass divided it all into three equal parts, and modestly begged the others to take their choice; at which the Lion, bursting with fury, sprang upon the Ass and tore him to pieces. Then, glaring at the Fox, he bade him make a fresh division. The Fox gathered almost the whole in one great heap for the Lion's share, leaving only the smallest possible morsel for himself. ""My dear friend,"" said the Lion, ""how did you get the knack of it so well?"" The Fox replied, ""Me? Oh, I took a lesson from the Ass."" Happy is he who learns from the misfortunes of others.",,0.36384305,0.31446546,0.3585754,0.33935994,0.40698376,0.36529815,0.36871293,0.32169005,0.3473629,0.32865712,loyalty.virtue,0.40698376
247,"THE FOWLER, THE PARTRIDGE, AND THE COCK","One day, as a Fowler was sitting down to a scanty supper of herbs and bread, a friend dropped in unexpectedly. The larder was empty; so he went out and caught a tame Partridge, which he kept as a decoy, and was about to wring her neck when she cried, ""Surely you won't kill me? Why, what will you do without me next time you go fowling? How will you get the birds to come to your nets?"" He let her go at this, and went to his hen-house, where he had a plump young Cock. When the Cock saw what he was after, he too pleaded for his life, and said, ""If you kill me, how will you know the time of night? and who will wake you up in the morning when it is time to get to work?"" The Fowler, however, replied, ""You are useful for telling the time, I know; but, for all that, I can't send my friend supperless to bed."" And therewith he caught him and wrung his neck.",,0.33006367,0.24375649,0.21980986,0.20372029,0.2585702,0.23046134,0.25741726,0.19725364,0.28450167,0.25119838,care.virtue,0.33006367
248,THE GNAT AND THE LION,"A Gnat once went up to a Lion and said, ""I am not in the least afraid of you: I don't even allow that you are a match for me in strength. What does your strength amount to after all? That you can scratch with your claws and bite with your teeth—just like a woman in a temper—and nothing more. But I'm stronger than you: if you don't believe it, let us fight and see."" So saying, the Gnat sounded his horn, and darted in and bit the Lion on the nose. When the Lion felt the sting, in his haste to crush him he scratched his nose badly, and made it bleed, but failed altogether to hurt the Gnat, which buzzed off in triumph, elated by its victory. Presently, however, it got entangled in a spider's web, and was caught and eaten by the spider, thus falling a prey to an insignificant insect after having triumphed over the King of the Beasts.",,0.32758388,0.38950735,0.31372762,0.31377304,0.35417262,0.32279888,0.37191972,0.34963328,0.37991056,0.34988394,care.vice,0.38950735
249,THE FARMER AND HIS DOGS,"A Farmer was snowed up in his farmstead by a severe storm, and was unable to go out and procure provisions for himself and his family. So he first killed his sheep and used them for food; then, as the storm still continued, he killed his goats; and, last of all, as the weather showed no signs of improving, he was compelled to kill his oxen and eat them. When his Dogs saw the various animals being killed and eaten in turn, they said to one another, ""We had better get out of this or we shall be the next to go!""",,0.22981021,0.22758391,0.1884148,0.1329428,0.24045934,0.17809193,0.22016166,0.14855395,0.23308496,0.21483976,loyalty.virtue,0.24045934
250,THE EAGLE AND THE FOX,"An Eagle and a Fox became great friends and determined to live near one another: they thought that the more they saw of each other the better friends they would be. So the Eagle built a nest at the top of a high tree, while the Fox settled in a thicket at the foot of it and produced a litter of cubs. One day the Fox went out foraging for food, and the Eagle, who also wanted food for her young, flew down into the thicket, caught up the Fox's cubs, and carried them up into the tree for a meal for herself and her family. When the Fox came back, and found out what had happened, she was not so much sorry for the loss of her cubs as furious because she couldn't get at the Eagle and pay her out for her treachery. So she sat down not far off and cursed her. But it wasn't long before she had her revenge. Some villagers happened to be sacrificing a goat on a neighbouring altar, and the Eagle flew down and carried off a piece of burning flesh to her nest. There was a strong wind blowing, and the nest caught fire, with the result that her fledglings fell half-roasted to the ground. Then the Fox ran to the spot and devoured them in full sight of the Eagle. False faith may escape human punishment, but cannot escape the divine.",,0.29525962,0.2613985,0.27212563,0.22935669,0.33287412,0.2538445,0.27000055,0.23173667,0.2650846,0.24862106,loyalty.virtue,0.33287412
251,THE BUTCHER AND HIS CUSTOMERS,"Two Men were buying meat at a Butcher's stall in the market-place, and, while the Butcher's back was turned for a moment, one of them snatched up a joint and hastily thrust it under the other's cloak, where it could not be seen. When the Butcher turned round, he missed the meat at once, and charged them with having stolen it: but the one who had taken it said he hadn't got it, and the one who had got it said he hadn't taken it. The Butcher felt sure they were deceiving him, but he only said, ""You may cheat me with your lying, but you can't cheat the gods, and they won't let you off so lightly."" Prevarication often amounts to perjury.",,0.28499964,0.3207254,0.3024715,0.3526706,0.31803712,0.35018143,0.282454,0.2689166,0.29476058,0.31791112,fairness.vice,0.3526706
252,HERCULES AND MINERVA,"Hercules was once travelling along a narrow road when he saw lying on the ground in front of him what appeared to be an apple, and as he passed he stamped upon it with his heel. To his astonishment, instead of being crushed it doubled in size; and, on his attacking it again and smiting it with his club, it swelled up to an enormous size and blocked up the whole road. Upon this he dropped his club, and stood looking at it in amazement. Just then Minerva appeared, and said to him, ""Leave it alone, my friend; that which you see before you is the apple of discord: if you do not meddle with it, it remains small as it was at first, but if you resort to violence it swells into the thing you see.""",,0.37598312,0.3235055,0.37440154,0.34056202,0.37221855,0.33849362,0.40324548,0.37156168,0.39704406,0.38107416,authority.virtue,0.40324548
253,THE FOX WHO SERVED A LION,"A Lion had a Fox to attend on him, and whenever they went hunting the Fox found the prey and the Lion fell upon it and killed it, and then they divided it between them in certain proportions. But the Lion always got a very large share, and the Fox a very small one, which didn't please the latter at all; so he determined to set up on his own account. He began by trying to steal a lamb from a flock of sheep: but the shepherd saw him and set his dogs on him. The hunter was now the hunted, and was very soon caught and despatched by the dogs",Better servitude with safety than freedom with danger.,0.30795845,0.3474871,0.33714518,0.30602142,0.39334387,0.30910936,0.38540208,0.26461512,0.29903963,0.3169444,loyalty.virtue,0.39334387
254,THE QUACK DOCTOR,"A certain man fell sick and took to his bed. He consulted a number of doctors from time to time, and they all, with one exception, told him that his life was in no immediate danger, but that his illness would probably last a considerable time. The one who took a different view of his case, who was also the last to be consulted, bade him prepare for the worst: ""You have not twenty-four hours to live,"" said he, ""and I fear I can do nothing."" As it turned out, however, he was quite wrong; for at the end of a few days the sick man quitted his bed and took a walk abroad, looking, it is true, as pale as a ghost. In the course of his walk he met the Doctor who had prophesied his death. ""Dear me,"" said the latter, ""how do you do? You are fresh from the other world, no doubt. Pray, how are our departed friends getting on there?"" ""Most comfortably,"" replied the other, ""for they have drunk the water of oblivion, and have forgotten all the troubles of life. By the way, just before I left, the authorities were making arrangements to prosecute all the doctors, because they won't let sick men die in the course of nature, but use their arts to keep them alive. They were going to charge you along with the rest, till I assured them that you were no doctor, but a mere impostor.""",,0.38772914,0.3124582,0.337773,0.2561613,0.2917859,0.31600228,0.3265904,0.3017316,0.37888357,0.30222404,care.virtue,0.38772914
255,"THE LION, THE WOLF, AND THE FOX","A Lion, infirm with age, lay sick in his den, and all the beasts of the forest came to inquire after his health with the exception of the Fox. The Wolf thought this was a good opportunity for paying off old scores against the Fox, so he called the attention of the Lion to his absence, and said, ""You see, sire, that we have all come to see how you are except the Fox, who hasn't come near you, and doesn't care whether you are well or ill."" Just then the Fox came in and heard the last words of the Wolf. The Lion roared at him in deep displeasure, but he begged to be allowed to explain his absence, and said, ""Not one of them cares for you so much as I, sire, for all the time I have been going round to the doctors and trying to find a cure for your illness."" ""And may I ask if you have found one?"" said the Lion. ""I have, sire,"" said the Fox, ""and it is this: you must flay a Wolf and wrap yourself in his skin while it is still warm."" The Lion accordingly turned to the Wolf and struck him dead with one blow of his paw, in order to try the Fox's prescription; but the Fox laughed and said to himself, ""That's what comes of stirring up ill-will.""",,0.33393326,0.27917585,0.31400448,0.25819927,0.29107133,0.27395737,0.28565753,0.27187145,0.30147228,0.29212183,care.virtue,0.33393326
256,HERCULES AND PLUTUS,"When Hercules was received among the gods and was entertained at a banquet by Jupiter, he responded courteously to the greetings of all with the exception of Plutus, the god of wealth. When Plutus approached him, he cast his eyes upon the ground, and turned away and pretended not to see him. Jupiter was surprised at this conduct on his part, and asked why, after having been so cordial with all the other gods, he had behaved like that to Plutus. ""Sire,"" said Hercules, ""I do not like Plutus, and I will tell you why","When we were on earth together I always noticed that he was to be found in the company of scoundrels.""",0.25804484,0.14140588,0.24536216,0.14924526,0.22790782,0.16860747,0.25622934,0.14890026,0.27144516,0.15263152,sanctity.virtue,0.27144516
257,THE FOX AND THE LEOPARD,"A Fox and a Leopard were disputing about their looks, and each claimed to be the more handsome of the two. The Leopard said, ""Look at my smart coat; you have nothing to match that."" But the Fox replied, ""Your coat may be smart, but my wits are smarter still.""",,0.053946584,0.049026698,0.13429996,0.1470991,0.0774249,0.12556744,0.09043057,0.13163604,0.12152207,0.1329139,fairness.vice,0.1470991
258,THE FOX AND THE HEDGEHOG,"A Fox, in swimming across a rapid river, was swept away by the current and carried a long way downstream in spite of his struggles, until at last, bruised and exhausted, he managed to scramble on to dry ground from a backwater. As he lay there unable to move, a swarm of horseflies settled on him and sucked his blood undisturbed, for he was too weak even to shake them off. A Hedgehog saw him, and asked if he should brush away the flies that were tormenting him; but the Fox replied, ""Oh, please, no, not on any account, for these flies have sucked their fill and are taking very little from me now; but, if you drive them off, another swarm of hungry ones will come and suck all the blood I have left, and leave me without a drop in my veins.""",,0.24115545,0.22774449,0.2224736,0.23431852,0.2254495,0.22465926,0.22856425,0.22959259,0.23082584,0.2746182,sanctity.vice,0.2746182
259,THE CROW AND THE RAVEN,"A Crow became very jealous of a Raven, because the latter was regarded by men as a bird of omen which foretold the future, and was accordingly held in great respect by them. She was very anxious to get the same sort of reputation herself; and, one day, seeing some travellers approaching, she flew on to a branch of a tree at the roadside and cawed as loud as she could. The travellers were in some dismay at the sound, for they feared it might be a bad omen; till one of them, spying the Crow, said to his companions, ""It's all right, my friends, we can go on without fear, for it's only a crow and that means nothing."" Those who pretend to be something they are not only make themselves ridiculous.",,0.35742056,0.34505573,0.33121225,0.33771697,0.36257732,0.34657103,0.394704,0.31311247,0.3883275,0.3578285,authority.virtue,0.394704
260,THE WITCH,"A Witch professed to be able to avert the anger of the gods by means of charms, of which she alone possessed the secret; and she drove a brisk trade, and made a fat livelihood out of it. But certain persons accused her of black magic and carried her before the judges, and demanded that she should be put to death for dealings with the Devil. She was found guilty and condemned to death: and one of the judges said to her as she was leaving the dock, ""You say you can avert the anger of the gods. How comes it, then, that you have failed to disarm the enmity of men?""",,0.35661182,0.43453488,0.35745877,0.3689864,0.33191156,0.40002078,0.41620266,0.37063298,0.4485471,0.37945613,sanctity.virtue,0.4485471
261,THE OLD MAN AND DEATH,"An Old Man cut himself a bundle of faggots in a wood and started to carry them home. He had a long way to go, and was tired out before he had got much more than half-way. Casting his burden on the ground, he called upon Death to come and release him from his life of toil. The words were scarcely out of his mouth when, much to his dismay, Death stood before him and professed his readiness to serve him. He was almost frightened out of his wits, but he had enough presence of mind to stammer out, ""Good sir, if you'd be so kind, pray help me up with my burden again.""",,0.43869475,0.38176632,0.3457972,0.30725625,0.363658,0.35590416,0.39691222,0.3359183,0.43992287,0.3801167,sanctity.virtue,0.43992287
262,THE MISER,"A Miser sold everything he had, and melted down his hoard of gold into a single lump, which he buried secretly in a field. Every day he went to look at it, and would sometimes spend long hours gloating over his treasure. One of his men noticed his frequent visits to the spot, and one day watched him and discovered his secret. Waiting his opportunity, he went one night and dug up the gold and stole it. Next day the Miser visited the place as usual, and, finding his treasure gone, fell to tearing his hair and groaning over his loss. In this condition he was seen by one of his neighbours, who asked him what his trouble was. The Miser told him of his misfortune; but the other replied, ""Don't take it so much to heart, my friend; put a brick into the hole, and take a look at it every day: you won't be any worse off than before, for even when you had your gold it was of no earthly use to you.""",,0.328807,0.35987112,0.35618865,0.37700337,0.34535316,0.3890717,0.34645012,0.34474134,0.35823008,0.37439254,loyalty.vice,0.3890717
263,THE FOXES AND THE RIVER,"A number of Foxes assembled on the bank of a river and wanted to drink; but the current was so strong and the water looked so deep and dangerous that they didn't dare to do so, but stood near the edge encouraging one another not to be afraid. At last one of them, to shame the rest, and show how brave he was, said, ""I am not a bit frightened! See, I'll step right into the water!"" He had no sooner done so than the current swept him off his feet. When the others saw him being carried down-stream they cried, ""Don't go and leave us! Come back and show us where we too can drink with safety."" But he replied, ""I'm afraid I can't yet: I want to go to the seaside, and this current will take me there nicely. When I come back I'll show you with pleasure.""",,0.29005313,0.19821759,0.22636195,0.12508471,0.22661696,0.1613669,0.23059246,0.19306299,0.24817857,0.14790605,care.virtue,0.29005313
264,THE HORSE AND THE STAG,"There was once a Horse who used to graze in a meadow which he had all to himself. But one day a Stag came into the meadow, and said he had as good a right to feed there as the Horse, and moreover chose all the best places for himself. The Horse, wishing to be revenged upon his unwelcome visitor, went to a man and asked if he would help him to turn out the Stag. ""Yes,"" said the man, ""I will by all means; but I can only do so if you let me put a bridle in your mouth and mount on your back."" The Horse agreed to this, and the two together very soon turned the Stag out of the pasture: but when that was done, the Horse found to his dismay that in the man he had got a master for good.",,0.38270822,0.35020152,0.36282334,0.3521623,0.419328,0.38465163,0.421277,0.30029356,0.37062487,0.35708463,authority.virtue,0.421277
265,THE FOX AND THE BRAMBLE,"In making his way through a hedge a Fox missed his footing and caught at a Bramble to save himself from falling. Naturally, he got badly scratched, and in disgust he cried to the Bramble, ""It was your help I wanted, and see how you have treated me! I'd sooner have fallen outright."" The Bramble, interrupting him, replied, ""You must have lost your wits, my friend, to catch at me, who am myself always catching at others.""",,0.3705514,0.3357703,0.32187104,0.33286488,0.31315625,0.33222672,0.33224693,0.31276032,0.3030218,0.3150803,care.virtue,0.3705514
266,THE FOX AND THE SNAKE,"A Snake, in crossing a river, was carried away by the current, but managed to wriggle on to a bundle of thorns which was floating by, and was thus carried at a great rate down-stream. A Fox caught sight of it from the bank as it went whirling along, and called out, ""Gad! the passenger fits the ship!""",,0.35669369,0.2686055,0.31080434,0.30612615,0.32308835,0.30052674,0.34853515,0.26617414,0.31637013,0.32281274,care.virtue,0.35669369
